date,campaign_id,platform,ad_type,campaign_objective,target_region,target_age_group,target_gender,impressions,clicks,ctr_percent,spend_usd,cpc_usd,cpm_usd,conversions,conversion_rate_percent,roi,likes,shares,comments,engagement_rate_percent,Year,Month,Day,Quarter,Day_of_Week,Total_Engagement,Cost_Per_Conversion,High_ROI,High_Engagement
2023-05-13,CMP1132,Instagram,Video,Sales Conversion,Asia,25-34,Other,3196,21,0.682,26.46,1.26,8.28,0,2.8,2.58,151,33,7,5.976,2023,5,13,2,Saturday,191,0.0,1,1
2024-04-28,CMP1484,Instagram,Story,Sales Conversion,Africa,18-24,Female,10259,340,3.315,234.6,0.69,22.87,11,3.4,2.95,281,65,37,3.733,2024,4,28,2,Sunday,383,21.327272727272728,1,0
2024-10-01,CMP1642,TikTok,Story,Engagement,Europe,13-17,Female,9688,446,4.61,958.9,2.15,98.98,30,6.82,-0.23,417,85,34,5.533,2024,10,1,4,Tuesday,536,31.96333333333333,0,1
2023-06-30,CMP1181,LinkedIn,Image,Engagement,South America,18-24,Male,19232,719,3.742,230.08,0.32,11.96,26,3.72,0.56,660,86,85,4.321,2023,6,30,2,Friday,831,8.84923076923077,0,0
2024-09-11,CMP1621,Facebook,Search,Brand Awareness,South America,25-34,Other,11415,313,2.744,622.87,1.99,54.57,24,7.7,2.23,605,125,47,6.807,2024,9,11,3,Wednesday,777,25.952916666666667,1,1
2024-05-06,CMP1491,Instagram,Story,App Installs,South America,55+,Male,19303,754,3.908,784.16,1.04,40.62,48,6.44,0.12,389,60,52,2.595,2024,5,6,2,Monday,501,16.336666666666666,0,0
2023-05-07,CMP1127,Instagram,Image,Engagement,North America,25-34,Female,22956,676,2.949,804.44,1.19,35.04,36,5.45,2.93,1322,170,137,7.096,2023,5,7,2,Sunday,1629,22.345555555555556,1,1
2024-05-13,CMP1502,Google Ads,Story,Brand Awareness,South America,18-24,Male,15532,91,0.59,170.17,1.87,10.96,4,5.37,0.73,583,125,76,5.048,2024,5,13,2,Monday,784,42.5425,0,1
2023-03-01,CMP1061,YouTube,Carousel,Engagement,Europe,18-24,Other,8980,56,0.624,31.92,0.57,3.55,4,7.9,2.06,365,21,49,4.844,2023,3,1,1,Wednesday,435,7.98,1,1
2023-04-24,CMP1113,LinkedIn,Story,Brand Awareness,North America,25-34,Male,22296,206,0.927,267.8,1.3,12.01,7,3.86,2.91,1327,238,60,7.288,2023,4,24,2,Monday,1625,38.25714285714286,1,1
2024-06-30,CMP1546,Instagram,Image,App Installs,Africa,13-17,Other,12279,465,3.793,1013.7,2.18,82.56,33,7.25,2.21,418,24,59,4.08,2024,6,30,2,Sunday,501,30.71818181818182,1,0
2023-09-09,CMP1254,Google Ads,Video,Sales Conversion,North America,45-54,Male,8838,365,4.138,635.1,1.74,71.86,18,5.11,1.04,451,39,22,5.793,2023,9,9,3,Saturday,512,35.28333333333333,0,1
2024-03-13,CMP1440,YouTube,Video,Sales Conversion,North America,55+,Male,19933,304,1.53,322.24,1.06,16.17,17,5.66,0.81,879,212,52,5.734,2024,3,13,1,Wednesday,1143,18.95529411764706,0,1
2023-02-04,CMP1035,Instagram,Image,App Installs,Oceania,25-34,Other,14588,495,3.397,237.6,0.48,16.29,23,4.77,2.56,571,110,42,4.956,2023,2,4,1,Saturday,723,10.330434782608695,1,1
2024-09-11,CMP1620,TikTok,Banner,Sales Conversion,Asia,55+,Other,7697,179,2.33,144.99,0.81,18.84,1,0.79,0.25,410,99,42,7.159,2024,9,11,3,Wednesday,551,144.99,0,1
2023-07-03,CMP1186,Google Ads,Banner,App Installs,South America,45-54,Female,2089,45,2.166,108.0,2.4,51.7,2,5.49,0.04,106,12,10,6.127,2023,7,3,3,Monday,128,54.0,0,1
2023-04-17,CMP1106,YouTube,Carousel,Sales Conversion,Asia,18-24,Other,3656,32,0.882,37.76,1.18,10.33,0,0.52,2.59,196,41,11,6.783,2023,4,17,2,Monday,248,0.0,1,1
2023-02-07,CMP1037,Facebook,Story,App Installs,Oceania,35-44,Female,9384,170,1.817,380.8,2.24,40.58,11,6.6,2.06,210,48,10,2.856,2023,2,7,1,Tuesday,268,34.61818181818182,1,0
2024-05-25,CMP1513,YouTube,Image,App Installs,Europe,45-54,Male,2999,102,3.405,190.74,1.87,63.6,4,4.04,0.23,160,29,14,6.769,2024,5,25,2,Saturday,203,47.685,0,1
2024-05-16,CMP1501,YouTube,Video,Sales Conversion,Asia,35-44,Female,4408,181,4.122,74.21,0.41,16.84,2,1.48,0.94,153,14,12,4.061,2024,5,16,2,Thursday,179,37.105,0,0
2024-11-18,CMP1688,Instagram,Image,Engagement,South America,18-24,Other,15339,163,1.063,327.63,2.01,21.36,1,0.63,1.42,269,54,13,2.19,2024,11,18,4,Monday,336,327.63,1,0
2024-07-23,CMP1573,Facebook,Story,Brand Awareness,North America,25-34,Other,2855,62,2.178,94.86,1.53,33.23,2,4.59,1.46,131,29,10,5.954,2024,7,23,3,Tuesday,170,47.43,1,1
2023-03-16,CMP1078,Instagram,Search,Lead Generation,South America,13-17,Other,21789,708,3.251,240.72,0.34,11.05,4,0.66,1.34,903,223,70,5.489,2023,3,16,1,Thursday,1196,60.18,0,1
2024-07-31,CMP1579,Google Ads,Story,Brand Awareness,Europe,18-24,Male,23591,255,1.083,153.0,0.6,6.49,2,1.13,1.16,1353,263,78,7.181,2024,7,31,3,Wednesday,1694,76.5,0,1
2024-12-12,CMP1713,Google Ads,Banner,Engagement,North America,13-17,Other,10682,55,0.524,86.9,1.58,8.14,0,1.77,2.73,487,91,40,5.785,2024,12,12,4,Thursday,618,0.0,1,1
2024-02-16,CMP1411,Google Ads,Image,Engagement,Oceania,55+,Other,2804,69,2.469,87.63,1.27,31.25,2,3.36,2.63,101,24,13,4.922,2024,2,16,1,Friday,138,43.815,1,1
2024-11-15,CMP1684,Facebook,Story,App Installs,North America,25-34,Female,9474,198,2.097,459.36,2.32,48.49,6,3.21,2.26,186,43,21,2.639,2024,11,15,4,Friday,250,76.56,1,0
2024-05-26,CMP1513,Google Ads,Story,Brand Awareness,South America,25-34,Male,22810,559,2.455,1196.26,2.14,52.44,19,3.46,0.6,787,174,45,4.41,2024,5,26,2,Sunday,1006,62.961052631578944,0,1
2023-11-11,CMP1318,YouTube,Banner,Sales Conversion,Europe,45-54,Male,2837,75,2.676,77.25,1.03,27.23,1,2.28,1.15,84,14,8,3.736,2023,11,11,4,Saturday,106,77.25,0,0
2024-12-14,CMP1716,TikTok,Banner,Lead Generation,Asia,18-24,Male,16761,750,4.477,1575.0,2.1,93.97,41,5.53,2.53,601,128,86,4.862,2024,12,14,4,Saturday,815,38.41463414634146,1,1
2023-03-31,CMP1089,LinkedIn,Video,App Installs,Europe,13-17,Other,17041,543,3.192,450.69,0.83,26.45,8,1.56,0.22,715,160,56,5.463,2023,3,31,1,Friday,931,56.33625,0,1
2024-11-23,CMP1692,YouTube,Carousel,App Installs,South America,25-34,Female,11217,418,3.731,1032.46,2.47,92.04,23,5.73,2.36,349,84,29,4.119,2024,11,23,4,Saturday,462,44.88956521739131,1,0
2023-08-29,CMP1242,TikTok,Carousel,Engagement,Africa,13-17,Male,4855,248,5.109,379.44,1.53,78.15,1,0.75,1.01,276,29,41,7.127,2023,8,29,3,Tuesday,346,379.44,0,1
2024-02-13,CMP1411,Twitter/X,Banner,Engagement,Europe,55+,Other,15667,89,0.571,168.21,1.89,10.74,2,2.43,-0.25,739,86,60,5.649,2024,2,13,1,Tuesday,885,84.105,0,1
2024-12-29,CMP1729,LinkedIn,Video,App Installs,Oceania,45-54,Female,15173,480,3.164,456.0,0.95,30.05,19,4.05,2.24,697,59,40,5.246,2024,12,29,4,Sunday,796,24.0,1,1
2024-01-05,CMP1372,Instagram,Story,Lead Generation,Africa,45-54,Other,10881,242,2.227,154.88,0.64,14.23,8,3.72,2.02,527,49,49,5.744,2024,1,5,1,Friday,625,19.36,1,1
2024-03-12,CMP1440,Twitter/X,Image,Lead Generation,Africa,45-54,Female,16168,110,0.684,47.3,0.43,2.93,7,6.43,2.49,209,24,15,1.534,2024,3,12,1,Tuesday,248,6.757142857142857,1,0
2024-07-10,CMP1558,Google Ads,Search,Brand Awareness,Oceania,35-44,Other,7191,104,1.448,254.8,2.45,35.43,5,5.36,0.37,253,32,12,4.13,2024,7,10,3,Wednesday,297,50.96,0,0
2023-04-21,CMP1112,Instagram,Image,App Installs,South America,18-24,Male,3070,87,2.834,192.27,2.21,62.63,5,6.63,1.69,146,19,13,5.798,2023,4,21,2,Friday,178,38.454,1,1
2023-12-04,CMP1341,LinkedIn,Video,Engagement,North America,55+,Male,4859,123,2.532,191.88,1.56,39.49,7,6.19,1.7,284,56,42,7.862,2023,12,4,4,Monday,382,27.41142857142857,1,1
2023-08-07,CMP1221,TikTok,Carousel,Lead Generation,South America,35-44,Female,14322,565,3.946,666.7,1.18,46.55,14,2.63,0.79,316,28,31,2.618,2023,8,7,3,Monday,375,47.621428571428574,0,0
2023-06-04,CMP1154,Facebook,Search,Engagement,North America,18-24,Other,8008,140,1.755,149.8,1.07,18.71,6,4.37,1.37,382,33,54,5.857,2023,6,4,2,Sunday,469,24.96666666666667,1,1
2024-11-11,CMP1681,TikTok,Video,Engagement,North America,18-24,Female,17461,679,3.891,1602.44,2.36,91.77,47,7.06,1.72,551,63,57,3.843,2024,11,11,4,Monday,671,34.094468085106385,1,0
2023-03-21,CMP1082,YouTube,Banner,Engagement,North America,55+,Female,6050,109,1.804,114.45,1.05,18.92,3,3.58,1.92,297,54,40,6.463,2023,3,21,1,Tuesday,391,38.15,1,1
2024-10-23,CMP1661,Facebook,Search,Lead Generation,Africa,13-17,Male,10601,314,2.97,656.26,2.09,61.91,14,4.69,-0.16,419,54,55,4.981,2024,10,23,4,Wednesday,528,46.87571428571429,0,1
2024-03-04,CMP1428,Facebook,Search,Sales Conversion,Oceania,18-24,Female,18162,725,3.997,1631.25,2.25,89.82,20,2.87,1.76,696,171,94,5.291,2024,3,4,1,Monday,961,81.5625,1,1
2024-11-01,CMP1671,TikTok,Story,Brand Awareness,Asia,18-24,Other,10870,212,1.954,347.68,1.64,31.99,13,6.23,1.13,253,51,21,2.99,2024,11,1,4,Friday,325,26.744615384615386,0,0
2023-11-10,CMP1316,LinkedIn,Image,Engagement,North America,45-54,Other,14600,175,1.2,157.5,0.9,10.79,9,5.43,1.34,783,133,47,6.596,2023,11,10,4,Friday,963,17.5,0,1
2023-01-19,CMP1022,LinkedIn,Carousel,Engagement,Asia,13-17,Male,16399,574,3.503,832.3,1.45,50.75,37,6.54,-0.15,826,70,75,5.921,2023,1,19,1,Thursday,971,22.494594594594595,0,1
2023-06-07,CMP1157,YouTube,Search,Engagement,North America,18-24,Other,12971,472,3.645,169.92,0.36,13.1,35,7.47,1.25,682,35,44,5.867,2023,6,7,2,Wednesday,761,4.854857142857142,0,1
2024-08-30,CMP1607,Google Ads,Carousel,Engagement,Africa,55+,Female,16639,578,3.477,479.74,0.83,28.83,22,3.81,0.84,980,215,78,7.651,2024,8,30,3,Friday,1273,21.80636363636364,0,1
2024-02-13,CMP1409,TikTok,Search,Lead Generation,Oceania,18-24,Female,16021,761,4.752,327.23,0.43,20.43,39,5.22,0.74,424,70,48,3.383,2024,2,13,1,Tuesday,542,8.390512820512821,0,0
2024-07-06,CMP1552,Instagram,Story,Engagement,Africa,55+,Other,4595,100,2.178,195.0,1.95,42.44,3,3.9,0.35,86,12,10,2.35,2024,7,6,3,Saturday,108,65.0,0,0
2023-06-17,CMP1170,YouTube,Banner,Sales Conversion,Europe,13-17,Female,13363,708,5.304,623.04,0.88,46.62,20,2.95,1.66,746,38,57,6.293,2023,6,17,2,Saturday,841,31.151999999999997,1,1
2024-04-04,CMP1459,Google Ads,Search,Lead Generation,Asia,45-54,Male,9632,239,2.488,317.87,1.33,33.0,17,7.27,2.8,160,17,9,1.931,2024,4,4,2,Thursday,186,18.698235294117648,1,0
2023-03-06,CMP1067,Google Ads,Search,Lead Generation,Africa,13-17,Other,13901,454,3.271,572.04,1.26,41.15,15,3.48,0.72,452,57,37,3.928,2023,3,6,1,Monday,546,38.135999999999996,0,0
2024-06-07,CMP1524,Instagram,Search,App Installs,South America,13-17,Male,11223,91,0.811,75.53,0.83,6.73,2,3.04,0.08,369,67,44,4.277,2024,6,7,2,Friday,480,37.765,0,0
2023-09-07,CMP1249,Google Ads,Carousel,Brand Awareness,Africa,35-44,Other,4370,93,2.14,222.27,2.39,50.86,4,4.8,0.51,107,26,11,3.295,2023,9,7,3,Thursday,144,55.5675,0,0
2023-04-18,CMP1109,Facebook,Story,Lead Generation,Oceania,13-17,Other,10158,305,3.01,240.95,0.79,23.72,8,2.63,1.86,544,132,38,7.029,2023,4,18,2,Tuesday,714,30.11875,1,1
2023-06-03,CMP1156,Facebook,Carousel,Engagement,North America,45-54,Female,11667,529,4.539,259.21,0.49,22.22,30,5.84,1.89,678,93,42,6.968,2023,6,3,2,Saturday,813,8.640333333333333,1,1
2023-07-30,CMP1210,TikTok,Search,Brand Awareness,Europe,55+,Female,12929,483,3.738,463.68,0.96,35.86,24,5.01,1.04,171,40,12,1.725,2023,7,30,3,Sunday,223,19.32,0,0
2023-11-30,CMP1333,LinkedIn,Carousel,Brand Awareness,Africa,13-17,Male,4889,168,3.444,221.76,1.32,45.36,8,5.26,-0.21,109,10,14,2.72,2023,11,30,4,Thursday,133,27.72,0,0
2023-10-26,CMP1302,YouTube,Search,Engagement,Africa,35-44,Other,11179,251,2.253,60.24,0.24,5.39,1,0.72,2.85,293,34,41,3.292,2023,10,26,4,Thursday,368,60.24,1,0
2023-10-06,CMP1282,TikTok,Video,Lead Generation,South America,25-34,Female,16163,211,1.306,33.76,0.16,2.09,15,7.17,1.79,517,60,23,3.712,2023,10,6,4,Friday,600,2.2506666666666666,1,0
2023-02-24,CMP1054,Twitter/X,Search,Sales Conversion,Asia,35-44,Other,3104,26,0.843,38.22,1.47,12.31,1,5.53,2.02,76,10,11,3.125,2023,2,24,1,Friday,97,38.22,1,0
2024-05-12,CMP1497,YouTube,Banner,Brand Awareness,Oceania,35-44,Female,7364,306,4.168,514.08,1.68,27.67,12,4.06,1.08,124,19,4,1.996,2024,5,12,2,Sunday,147,42.84,0,0
2023-11-02,CMP1309,TikTok,Carousel,Engagement,Europe,45-54,Male,7760,44,0.575,42.68,0.97,5.5,0,0.88,1.08,327,76,34,5.631,2023,11,2,4,Thursday,437,0.0,0,1
2024-10-04,CMP1644,Instagram,Carousel,Sales Conversion,North America,45-54,Other,28692,416,1.453,815.36,1.96,28.42,5,1.36,2.32,433,24,52,1.774,2024,10,4,4,Friday,509,163.072,1,0
2023-11-19,CMP1322,TikTok,Search,App Installs,Africa,45-54,Other,8101,102,1.266,169.32,1.66,20.9,5,5.49,0.1,323,22,38,4.728,2023,11,19,4,Sunday,383,33.864,0,1
2023-11-16,CMP1319,YouTube,Image,App Installs,Europe,13-17,Other,12537,473,3.776,624.36,1.32,49.8,33,7.06,2.14,226,42,18,2.281,2023,11,16,4,Thursday,286,18.92,1,0
2023-02-06,CMP1036,Google Ads,Video,Engagement,Oceania,45-54,Other,8534,377,4.424,825.63,2.19,96.75,22,6.03,1.35,329,25,46,4.687,2023,2,6,1,Monday,400,37.528636363636366,1,1
2023-10-30,CMP1302,Facebook,Image,Brand Awareness,Europe,25-34,Female,3751,100,2.674,226.0,2.26,60.25,4,4.86,1.33,43,9,6,1.546,2023,10,30,4,Monday,58,56.5,0,0
2024-07-17,CMP1566,Facebook,Carousel,Sales Conversion,Africa,35-44,Other,8160,297,3.646,261.36,0.88,32.03,4,1.65,2.06,91,6,4,1.238,2024,7,17,3,Wednesday,101,65.34,1,0
2023-06-12,CMP1162,YouTube,Video,Brand Awareness,North America,35-44,Male,8095,138,1.715,242.88,1.76,30.0,1,1.07,0.9,188,18,7,2.631,2023,6,12,2,Monday,213,242.88,0,0
2024-10-04,CMP1642,LinkedIn,Image,Brand Awareness,Europe,35-44,Female,12872,468,3.64,561.6,1.2,43.63,36,7.76,1.05,683,136,29,6.588,2024,10,4,4,Friday,848,15.600000000000001,0,1
2023-02-16,CMP1047,Twitter/X,Story,Engagement,Europe,55+,Male,20922,668,3.195,267.2,0.4,12.77,8,1.26,-0.26,783,191,64,4.961,2023,2,16,1,Thursday,1038,33.4,0,1
2024-07-23,CMP1573,Google Ads,Search,Sales Conversion,Africa,55+,Female,4951,36,0.746,7.56,0.21,1.53,2,5.95,0.77,147,29,7,3.696,2024,7,23,3,Tuesday,183,3.78,0,0
2024-04-25,CMP1480,Facebook,Story,App Installs,Asia,13-17,Female,3617,98,2.711,216.58,2.21,59.88,0,0.84,1.81,44,3,3,1.382,2024,4,25,2,Thursday,50,0.0,1,0
2024-02-17,CMP1415,Twitter/X,Carousel,App Installs,North America,18-24,Female,12094,491,4.066,559.74,1.14,46.28,3,0.73,1.34,641,93,68,6.631,2024,2,17,1,Saturday,802,186.58,0,1
2024-02-02,CMP1400,Facebook,Search,Brand Awareness,South America,25-34,Male,15601,247,1.587,600.21,2.43,38.47,13,5.62,-0.24,526,54,49,4.032,2024,2,2,1,Friday,629,46.17,0,0
2024-06-15,CMP1532,Twitter/X,Story,Brand Awareness,Africa,35-44,Other,6231,105,1.698,129.15,1.23,20.73,7,7.52,1.34,140,20,6,2.664,2024,6,15,2,Saturday,166,18.45,0,0
2023-12-20,CMP1357,Instagram,Image,App Installs,Oceania,55+,Other,13881,555,4.001,1248.75,2.25,89.96,40,7.22,0.93,449,83,19,3.969,2023,12,20,4,Wednesday,551,31.21875,0,0
2023-08-19,CMP1232,Twitter/X,Image,Lead Generation,Asia,18-24,Male,4849,133,2.748,140.98,1.06,29.07,1,1.26,1.0,86,11,5,2.104,2023,8,19,3,Saturday,102,140.98,0,0
2024-03-31,CMP1457,Twitter/X,Banner,App Installs,South America,45-54,Other,14064,101,0.72,214.12,2.12,15.22,1,1.59,0.54,770,91,72,6.634,2024,3,31,1,Sunday,933,214.12,0,1
2024-03-31,CMP1455,Google Ads,Banner,Engagement,North America,45-54,Male,4777,82,1.718,80.36,0.98,16.82,4,5.6,2.55,100,13,7,2.512,2024,3,31,1,Sunday,120,20.09,1,0
2024-10-29,CMP1667,Facebook,Carousel,App Installs,North America,13-17,Other,19089,642,3.365,905.22,1.41,47.42,8,1.31,1.16,393,40,51,2.535,2024,10,29,4,Tuesday,484,113.1525,0,0
2023-03-13,CMP1075,Google Ads,Story,Engagement,Africa,13-17,Other,5425,26,0.49,43.68,1.68,8.05,1,5.09,2.3,123,24,13,2.949,2023,3,13,1,Monday,160,43.68,1,0
2024-01-28,CMP1393,Twitter/X,Image,Brand Awareness,North America,35-44,Male,4146,156,3.777,117.0,0.75,28.22,5,3.55,1.92,248,30,35,7.549,2024,1,28,1,Sunday,313,23.4,1,1
2024-04-05,CMP1463,TikTok,Carousel,Brand Awareness,Oceania,18-24,Male,27454,223,0.814,133.8,0.6,27.67,16,7.34,2.97,868,198,40,4.029,2024,4,5,2,Friday,1106,8.3625,1,0
2024-09-06,CMP1617,Google Ads,Video,App Installs,North America,45-54,Male,19715,511,2.592,1016.89,1.99,51.58,24,4.7,2.66,889,163,62,5.651,2024,9,6,3,Friday,1114,42.370416666666664,1,1
2023-07-20,CMP1201,YouTube,Search,Engagement,Europe,35-44,Male,7290,177,2.431,46.02,0.26,6.31,10,6.13,2.85,76,6,7,1.221,2023,7,20,3,Thursday,89,4.602,1,0
2023-09-08,CMP1252,Twitter/X,Image,Lead Generation,Oceania,25-34,Other,15441,338,2.191,567.84,1.68,36.77,3,1.03,2.91,740,182,55,6.327,2023,9,8,3,Friday,977,189.28,1,1
2023-03-20,CMP1078,Google Ads,Video,Sales Conversion,Africa,45-54,Other,13763,665,4.832,565.25,0.85,41.07,15,2.34,0.42,231,37,23,2.114,2023,3,20,1,Monday,291,37.68333333333333,0,0
2024-06-23,CMP1542,TikTok,Video,App Installs,South America,25-34,Male,9590,282,2.949,250.98,0.89,26.17,21,7.5,2.54,206,31,20,2.68,2024,6,23,2,Sunday,257,11.95142857142857,1,0
2023-05-16,CMP1136,LinkedIn,Search,Brand Awareness,Asia,13-17,Male,3751,65,1.746,81.9,1.26,21.83,1,2.59,0.95,149,24,15,5.012,2023,5,16,2,Tuesday,188,81.9,0,1
2024-09-16,CMP1624,Google Ads,Search,Brand Awareness,North America,13-17,Male,15534,197,1.272,356.57,1.81,22.95,2,1.44,0.23,174,34,9,1.397,2024,9,16,3,Monday,217,178.285,0,0
2024-08-14,CMP1593,TikTok,Banner,Lead Generation,North America,18-24,Other,31558,1027,3.255,359.45,0.35,11.39,63,6.14,0.78,712,124,29,2.741,2024,8,14,3,Wednesday,865,5.705555555555556,0,0
2024-11-28,CMP1698,YouTube,Image,Engagement,Europe,13-17,Other,6116,51,0.845,42.84,0.84,7.0,0,1.7,1.1,322,40,13,6.131,2024,11,28,4,Thursday,375,0.0,0,1
2024-07-23,CMP1569,LinkedIn,Image,App Installs,North America,35-44,Male,14800,204,1.384,491.64,2.41,33.22,12,6.32,2.31,216,26,18,1.757,2024,7,23,3,Tuesday,260,40.97,1,0
2023-04-03,CMP1092,Instagram,Image,Sales Conversion,Asia,13-17,Male,14431,720,4.995,1324.8,1.84,91.8,9,1.29,0.49,279,33,16,2.273,2023,4,3,2,Monday,328,147.2,0,0
2024-03-31,CMP1456,TikTok,Carousel,App Installs,South America,13-17,Female,10286,333,3.244,582.75,1.75,56.65,24,7.28,2.59,357,78,47,4.686,2024,3,31,1,Sunday,482,24.28125,1,1
2023-01-20,CMP1020,YouTube,Video,Brand Awareness,Africa,35-44,Other,11388,306,2.695,722.16,2.36,63.41,1,0.55,2.25,469,58,16,4.768,2023,1,20,1,Friday,543,722.16,1,1
2023-07-25,CMP1207,TikTok,Banner,Engagement,Africa,55+,Female,3563,54,1.518,45.9,0.85,12.88,2,5.33,0.03,120,14,16,4.21,2023,7,25,3,Tuesday,150,22.95,0,0
2024-04-03,CMP1458,YouTube,Story,Brand Awareness,Europe,18-24,Female,14033,431,3.075,163.78,0.38,11.67,17,3.98,-0.24,438,42,27,3.613,2024,4,3,2,Wednesday,507,9.634117647058824,0,0
2023-11-20,CMP1324,Instagram,Video,Lead Generation,Oceania,13-17,Other,18973,380,2.003,205.2,0.54,10.82,27,7.32,1.11,1011,82,123,6.409,2023,11,20,4,Monday,1216,7.6,0,1
2024-06-05,CMP1523,Facebook,Story,App Installs,Oceania,35-44,Other,7198,307,4.271,92.1,0.3,12.8,22,7.19,1.08,137,28,9,2.417,2024,6,5,2,Wednesday,174,4.1863636363636365,0,0
2024-03-01,CMP1426,Instagram,Video,Sales Conversion,North America,55+,Female,18443,849,4.606,365.07,0.43,19.79,33,3.96,2.53,637,135,78,4.609,2024,3,1,1,Friday,850,11.062727272727273,1,1
2024-05-02,CMP1488,Google Ads,Story,App Installs,Europe,25-34,Female,13266,164,1.243,164.0,1.0,12.36,5,3.6,2.21,230,49,19,2.246,2024,5,2,2,Thursday,298,32.8,1,0
2024-10-16,CMP1655,YouTube,Story,Sales Conversion,Oceania,35-44,Other,9118,76,0.842,162.64,2.14,17.84,4,5.9,1.3,195,33,28,2.808,2024,10,16,4,Wednesday,256,40.66,0,0
2024-04-13,CMP1470,TikTok,Image,Lead Generation,South America,55+,Male,18985,440,2.319,488.4,1.11,25.73,22,5.01,2.82,386,94,22,2.644,2024,4,13,2,Saturday,502,22.2,1,0
2024-01-20,CMP1384,TikTok,Banner,App Installs,North America,45-54,Male,6312,166,2.63,292.16,1.76,46.29,1,0.7,2.74,290,43,24,5.656,2024,1,20,1,Saturday,357,292.16,1,1
2023-01-13,CMP1015,YouTube,Story,Engagement,Asia,13-17,Other,9308,90,0.971,135.9,1.51,14.6,6,7.08,1.13,167,26,21,2.299,2023,1,13,1,Friday,214,22.650000000000002,0,0
2024-09-01,CMP1612,YouTube,Search,App Installs,North America,35-44,Other,15651,429,2.744,1051.05,2.45,67.16,28,6.73,1.07,430,22,13,2.971,2024,9,1,3,Sunday,465,37.5375,0,0
2024-10-08,CMP1647,LinkedIn,Search,Brand Awareness,Africa,35-44,Male,11205,261,2.334,75.69,0.29,6.76,12,4.8,0.85,432,60,22,4.587,2024,10,8,4,Tuesday,514,6.3075,0,1
2023-11-28,CMP1331,LinkedIn,Video,Lead Generation,Asia,25-34,Female,18705,374,2.001,145.86,0.39,7.8,13,3.53,2.26,979,222,31,6.586,2023,11,28,4,Tuesday,1232,11.22,1,1
2023-07-30,CMP1212,TikTok,Banner,Brand Awareness,Africa,55+,Female,11712,227,1.94,163.44,0.72,13.95,15,6.77,1.25,306,40,35,3.253,2023,7,30,3,Sunday,381,10.895999999999999,0,0
2023-09-11,CMP1256,LinkedIn,Story,Lead Generation,Oceania,45-54,Other,13468,494,3.672,622.44,1.26,46.22,37,7.6,0.37,749,150,55,7.083,2023,9,11,3,Monday,954,16.822702702702703,0,1
2024-07-08,CMP1558,Facebook,Video,Brand Awareness,Asia,55+,Female,2341,68,2.906,37.4,0.55,15.98,0,0.6,1.69,138,18,7,6.963,2024,7,8,3,Monday,163,0.0,1,1
2023-03-14,CMP1075,Instagram,Banner,Engagement,Asia,13-17,Female,5960,188,3.166,347.8,1.85,58.36,10,5.67,2.89,297,22,21,5.705,2023,3,14,1,Tuesday,340,34.78,1,1
2024-06-05,CMP1525,Google Ads,Image,Lead Generation,Africa,18-24,Female,16311,645,3.955,1038.45,1.61,63.67,46,7.14,2.19,812,118,91,6.26,2024,6,5,2,Wednesday,1021,22.575,1,1
2024-02-01,CMP1399,Facebook,Banner,App Installs,Africa,13-17,Other,16360,314,1.922,621.72,1.98,38.0,3,1.18,2.64,873,213,121,7.378,2024,2,1,1,Thursday,1207,207.24,1,1
2024-12-16,CMP1717,Google Ads,Story,App Installs,Asia,55+,Male,5947,85,1.435,189.55,2.23,31.87,5,6.16,0.53,64,9,2,1.261,2024,12,16,4,Monday,75,37.910000000000004,0,0
2023-05-16,CMP1135,YouTube,Banner,Brand Awareness,Europe,55+,Other,18400,212,1.157,530.0,2.5,28.8,10,4.86,0.3,444,77,20,2.94,2023,5,16,2,Tuesday,541,53.0,0,0
2023-12-30,CMP1366,LinkedIn,Image,Lead Generation,Africa,18-24,Male,17692,102,0.58,72.42,0.71,4.09,7,6.87,1.62,655,44,71,4.352,2023,12,30,4,Saturday,770,10.345714285714285,1,0
2023-05-08,CMP1129,Google Ads,Video,App Installs,Asia,35-44,Male,15099,281,1.865,103.97,0.37,6.89,14,5.16,0.61,164,26,16,1.364,2023,5,8,2,Monday,206,7.426428571428572,0,0
2023-02-16,CMP1049,Google Ads,Image,Sales Conversion,Europe,25-34,Female,10018,141,1.415,242.52,1.72,24.21,9,6.97,0.24,507,111,70,6.868,2023,2,16,1,Thursday,688,26.94666666666667,0,1
2024-02-07,CMP1403,LinkedIn,Image,App Installs,Asia,13-17,Male,6450,247,3.834,49.4,0.2,7.66,6,2.79,2.29,341,55,22,6.481,2024,2,7,1,Wednesday,418,8.233333333333333,1,1
2024-12-23,CMP1724,YouTube,Banner,Engagement,South America,18-24,Other,23646,550,2.33,148.5,0.27,6.28,13,2.44,1.32,1211,237,175,6.864,2024,12,23,4,Monday,1623,11.423076923076923,0,1
2024-12-25,CMP1727,Twitter/X,Story,Lead Generation,Asia,55+,Other,4954,77,1.563,180.18,2.34,36.37,6,7.91,1.99,188,42,12,4.885,2024,12,25,4,Wednesday,242,30.03,1,1
2024-06-27,CMP1547,Twitter/X,Video,Sales Conversion,Asia,55+,Female,13156,649,4.939,1285.02,1.98,97.68,12,1.99,1.2,741,127,56,7.023,2024,6,27,2,Thursday,924,107.085,0,1
